product_id,product_brand,product_name,Refined_Brand,Product_Type,Meta_Category
765,Cormorant,Cormorant Counter Cleaner,Cormorant,Cleaner,Household
766,Cormorant,Cormorant Glass Cleaner,Cormorant,Cleaner,Household
767,Cormorant,Cormorant 25 Watt Lightbulb,Cormorant,Lightbulb,Household
768,Cormorant,Cormorant AA-Size Batteries,Cormorant,Batteries,Miscellaneous
769,Cormorant,Cormorant D-Size Batteries,Cormorant,Batteries,Miscellaneous
770,Cormorant,Cormorant Paper Towels,Cormorant,Towels,Household
771,Cormorant,Cormorant Soft Napkins,Cormorant,Napkins,Household
772,Cormorant,Cormorant Scented Tissue,Cormorant,Tissue,Household
773,Cormorant,Cormorant Toilet Paper,Cormorant,Paper,Household
774,Cormorant,Cormorant Tissues,Cormorant,Tissues,Household
775,Cormorant,Cormorant Scented Toilet Tissue,Cormorant,Tissue,Household
776,Cormorant,Cormorant Room Freshener,Cormorant,Freshener,Produce
777,Cormorant,Cormorant Frying Pan,Cormorant,Pan,Miscellaneous
778,Cormorant,Cormorant Copper Cleaner,Cormorant,Cleaner,Household
779,Cormorant,Cormorant Bees Wax Candles,Cormorant,Candles,Miscellaneous
780,Cormorant,Cormorant Silver Cleaner,Cormorant,Cleaner,Household
781,Cormorant,Cormorant Copper Pot Scrubber,Cormorant,Scrubber,Miscellaneous
782,Cormorant,Cormorant Economy Toilet Brush,Cormorant,Brush,Pantry
783,Cormorant,Cormorant Scissors,Cormorant,Scissors,Miscellaneous
784,Cormorant,Cormorant Large Sponge,Cormorant,Sponge,Miscellaneous
785,Cormorant,Cormorant Screw Driver,Cormorant,Driver,Miscellaneous
786,Footnote,Footnote Extra Lean Hamburger,Market Meat/Seafood,Hamburger,Meat/Seafood
787,Footnote,Footnote Seasoned Hamburger,Market Meat/Seafood,Hamburger,Meat/Seafood
788,Excel,Excel Monthly Sports Magazine,Market Media,Magazine,Media
789,Excel,Excel Monthly Auto Magazine,Market Media,Magazine,Media
790,Excel,Excel Monthly Computer Magazine,Market Media,Magazine,Media
791,Excel,Excel Monthly Home Magazine,Market Media,Magazine,Media
792,Excel,Excel Monthly Fashion Magazine,Market Media,Magazine,Media
793,Ebony,Ebony Summer Squash,Ebony,Squash,Miscellaneous
794,Ebony,Ebony Corn on the Cob,Ebony,Cob,Produce
795,Ebony,Ebony Asparagus,Ebony,Asparagus,Produce
796,Ebony,Ebony Sweet Peas,Ebony,Peas,Produce
797,Ebony,Ebony New Potatos,Ebony,Potatos,Produce
798,Ebony,Ebony Beets,Ebony,Beets,Produce
799,Ebony,Ebony Prepared Salad,Ebony,Salad,Miscellaneous
800,Ebony,Ebony Onions,Ebony,Onions,Produce
801,Ebony,Ebony Green Pepper,Ebony,Pepper,Pantry
802,Ebony,Ebony Shitake Mushrooms,Ebony,Mushrooms,Produce
803,Ebony,Ebony Lettuce,Ebony,Lettuce,Produce
804,Ebony,Ebony Elephant Garlic,Ebony,Garlic,Produce
805,Ebony,Ebony Red Pepper,Ebony,Pepper,Pantry
806,Ebony,Ebony Garlic,Ebony,Garlic,Produce
807,Ebony,Ebony Potatos,Ebony,Potatos,Produce
808,Ebony,Ebony Cauliflower,Ebony,Cauliflower,Produce
809,Ebony,Ebony Tomatos,Ebony,Tomatos,Produce
810,Ebony,Ebony Mushrooms,Ebony,Mushrooms,Produce
811,Ebony,Ebony Baby Onion,Ebony,Onion,Produce
812,Ebony,Ebony Dried Mushrooms,Ebony,Mushrooms,Produce
813,Ebony,Ebony Fresh Lima Beans,Ebony,Beans,Produce
814,Ebony,Ebony Squash,Ebony,Squash,Miscellaneous
815,Ebony,Ebony Limes,Ebony,Limes,Miscellaneous
816,Ebony,Ebony Firm Tofu,Ebony,Tofu,Miscellaneous
817,Ebony,Ebony Almonds,Ebony,Almonds,Miscellaneous
818,Ebony,Ebony Macintosh Apples,Ebony,Apples,Produce
819,Ebony,Ebony Golden Delcious Apples,Ebony,Apples,Produce
820,Ebony,Ebony Red Delcious Apples,Ebony,Apples,Produce
821,Ebony,Ebony Lemons,Ebony,Lemons,Miscellaneous
822,Ebony,Ebony Fancy Plums,Ebony,Plums,Miscellaneous
823,Ebony,Ebony Plums,Ebony,Plums,Miscellaneous
824,Ebony,Ebony Peaches,Ebony,Peaches,Produce
825,Ebony,Ebony Broccoli,Ebony,Broccoli,Produce
826,Ebony,Ebony Mandarin Oranges,Ebony,Oranges,Miscellaneous
827,Ebony,Ebony Mixed Nuts,Ebony,Nuts,Produce
828,Ebony,Ebony Canned Peanuts,Ebony,Peanuts,Produce
829,Ebony,Ebony Sweet Onion,Ebony,Onion,Produce
830,Ebony,Ebony Cantelope,Ebony,Cantelope,Miscellaneous
831,Ebony,Ebony Honey Dew,Ebony,Dew,Pantry
832,Ebony,Ebony Fuji Apples,Ebony,Apples,Produce
833,Ebony,Ebony Walnuts,Ebony,Walnuts,Produce
834,Ebony,Ebony Oranges,Ebony,Oranges,Miscellaneous
835,Ebony,Ebony Tangerines,Ebony,Tangerines,Miscellaneous
836,Ebony,Ebony Party Nuts,Ebony,Nuts,Produce
837,Curlew,Curlew Lox,Market Meat/Seafood,Lox,Meat/Seafood
838,Curlew,Curlew Scallops,Market Meat/Seafood,Scallops,Meat/Seafood
839,Nationeel,Nationeel Low Fat Cookies,Nationeel,Cookies,Snacks/Frozen
840,Nationeel,Nationeel BBQ Potato Chips,Nationeel,Chips,Produce
841,Nationeel,Nationeel Corn Chips,Nationeel,Chips,Produce
842,Nationeel,Nationeel Low Fat BBQ Chips,Nationeel,Chips,Snacks/Frozen
843,Nationeel,Nationeel Sugar Cookies,Nationeel,Cookies,Snacks/Frozen
844,Nationeel,Nationeel Chocolate Chip Cookies,Nationeel,Cookies,Beverage
845,Nationeel,Nationeel Fudge Cookies,Nationeel,Cookies,Snacks/Frozen
846,Nationeel,Nationeel Fudge Brownies,Nationeel,Brownies,Miscellaneous
847,Nationeel,Nationeel Potato Chips,Nationeel,Chips,Produce
848,Nationeel,Nationeel Lemon Cookies,Nationeel,Cookies,Snacks/Frozen
849,Nationeel,Nationeel Graham Crackers,Nationeel,Crackers,Snacks/Frozen
850,Nationeel,Nationeel Cheese Crackers,Nationeel,Crackers,Dairy
851,Nationeel,Nationeel Buttered Popcorn,Nationeel,Popcorn,Produce
852,Nationeel,Nationeel No Salt Popcorn,Nationeel,Popcorn,Produce
853,Nationeel,Nationeel Low Fat Popcorn,Nationeel,Popcorn,Produce
854,Nationeel,Nationeel Salsa Dip,Nationeel,Dip,Miscellaneous
855,Nationeel,Nationeel Avocado Dip,Nationeel,Dip,Miscellaneous
856,Nationeel,Nationeel Salted Pretzels,Nationeel,Pretzels,Snacks/Frozen
857,Nationeel,Nationeel Cheese Dip,Nationeel,Dip,Dairy
858,Nationeel,Nationeel Fondue Mix,Nationeel,Mix,Miscellaneous
859,Nationeel,Nationeel Mini Donuts,Nationeel,Donuts,Produce
860,Nationeel,Nationeel Beef Jerky,Nationeel,Jerky,Meat/Seafood
861,Nationeel,Nationeel Chocolate Donuts,Nationeel,Donuts,Beverage
862,Nationeel,Nationeel Low Fat Chips,Nationeel,Chips,Snacks/Frozen
863,Nationeel,Nationeel Sesame Crackers,Nationeel,Crackers,Snacks/Frozen
864,Nationeel,Nationeel Frosted Cookies,Nationeel,Cookies,Snacks/Frozen
865,Nationeel,Nationeel Dried Apples,Nationeel,Apples,Produce
866,Nationeel,Nationeel Apple Fruit Roll,Nationeel,Roll,Produce
867,Nationeel,Nationeel Strawberry Fruit Roll,Nationeel,Roll,Produce
868,Nationeel,Nationeel Raspberry Fruit Roll,Nationeel,Roll,Produce
869,Nationeel,Nationeel Grape Fruit Roll,Nationeel,Roll,Produce
870,Nationeel,Nationeel Dried Dates,Nationeel,Dates,Produce
871,Nationeel,Nationeel Raisins,Nationeel,Raisins,Miscellaneous
872,Nationeel,Nationeel Golden Raisins,Nationeel,Raisins,Miscellaneous
873,Nationeel,Nationeel Dried Apricots,Nationeel,Apricots,Produce
874,Nationeel,Nationeel Frosted Donuts,Nationeel,Donuts,Produce
875,Thresher,Thresher Tasty Candy Bar,Market Snacks/Frozen,Bar,Snacks/Frozen
876,Thresher,Thresher Mint Chocolate Bar,Market Beverage,Bar,Beverage
877,Thresher,Thresher Malted Milk Balls,Market Beverage,Balls,Beverage
878,Thresher,Thresher Semi-Sweet Chocolate Bar,Market Beverage,Bar,Beverage
879,Thresher,Thresher Bubble Gum,Market Snacks/Frozen,Gum,Snacks/Frozen
880,Thresher,Thresher Spicy Mints,Market Miscellaneous,Mints,Miscellaneous
881,Thresher,Thresher Mints,Market Miscellaneous,Mints,Miscellaneous
882,Thresher,Thresher White Chocolate Bar,Market Beverage,Bar,Beverage
883,Monarch,Monarch Ravioli,Market Miscellaneous,Ravioli,Miscellaneous
884,Monarch,Monarch Manicotti,Market Miscellaneous,Manicotti,Miscellaneous
885,Monarch,Monarch Spaghetti,Market Bakery/Pasta,Spaghetti,Bakery/Pasta
886,Monarch,Monarch Thai Rice,Market Pantry,Rice,Pantry
887,Monarch,Monarch Rice Medly,Market Pantry,Medly,Pantry
888,Discover,Discover Ravioli,Market Miscellaneous,Ravioli,Miscellaneous
889,Discover,Discover Manicotti,Market Miscellaneous,Manicotti,Miscellaneous
890,Discover,Discover Spaghetti,Market Bakery/Pasta,Spaghetti,Bakery/Pasta
891,Discover,Discover Thai Rice,Market Pantry,Rice,Pantry
892,Discover,Discover Rice Medly,Market Pantry,Medly,Pantry
893,Pearl,Pearl Imported Beer,Market Beverage,Beer,Beverage
894,Pearl,Pearl Light Wine,Market Beverage,Wine,Beverage
895,Pearl,Pearl Chardonnay Wine,Market Beverage,Wine,Beverage
896,Pearl,Pearl Chablis Wine,Market Beverage,Wine,Beverage
897,Pearl,Pearl Merlot Wine,Market Beverage,Wine,Beverage
898,Pearl,Pearl Chardonnay,Market Produce,Chardonnay,Produce
899,Pearl,Pearl White Zinfandel Wine,Market Beverage,Wine,Beverage
900,Pearl,Pearl Light Beer,Market Beverage,Beer,Beverage
901,Fantastic,Fantastic Pumpernickel Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
902,Fantastic,Fantastic White Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
903,Fantastic,Fantastic Rye Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
904,Fantastic,Fantastic English Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
905,Fantastic,Fantastic Cranberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
906,Fantastic,Fantastic Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
907,Fantastic,Fantastic Bagels,Market Bakery/Pasta,Bagels,Bakery/Pasta
908,Fantastic,Fantastic Blueberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
909,Fantastic,Fantastic Wheat Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
910,BBB Best,BBB Best Sesame Oil,BBB Best,Oil,Pantry
911,BBB Best,BBB Best Chunky Peanut Butter,BBB Best,Butter,Produce
912,BBB Best,BBB Best Hot Chocolate,BBB Best,Chocolate,Beverage
913,BBB Best,BBB Best Brown Sugar,BBB Best,Sugar,Pantry
914,BBB Best,BBB Best White Sugar,BBB Best,Sugar,Pantry
915,BBB Best,BBB Best French Roast Coffee,BBB Best,Coffee,Beverage
916,BBB Best,BBB Best Decaf Coffee,BBB Best,Coffee,Beverage
917,BBB Best,BBB Best Regular Coffee,BBB Best,Coffee,Beverage
918,BBB Best,BBB Best Vegetable Oil,BBB Best,Oil,Produce
919,BBB Best,BBB Best Corn Oil,BBB Best,Oil,Produce
920,BBB Best,BBB Best Tomato Sauce,BBB Best,Sauce,Produce
921,BBB Best,BBB Best Canola Oil,BBB Best,Oil,Pantry
922,BBB Best,BBB Best Grape Preserves,BBB Best,Preserves,Miscellaneous
923,BBB Best,BBB Best Columbian Coffee,BBB Best,Coffee,Beverage
924,BBB Best,BBB Best Strawberry Jelly,BBB Best,Jelly,Pantry
925,BBB Best,BBB Best Pepper,BBB Best,Pepper,Pantry
926,BBB Best,BBB Best Low Fat Apple Butter,BBB Best,Butter,Produce
927,BBB Best,BBB Best Salt,BBB Best,Salt,Pantry
928,BBB Best,BBB Best Apple Butter,BBB Best,Butter,Produce
929,BBB Best,BBB Best Oregano,BBB Best,Oregano,Miscellaneous
930,BBB Best,BBB Best Apple Jelly,BBB Best,Jelly,Produce
931,BBB Best,BBB Best Grape Jam,BBB Best,Jam,Pantry
932,BBB Best,BBB Best Apple Jam,BBB Best,Jam,Produce
933,BBB Best,BBB Best Strawberry Jam,BBB Best,Jam,Pantry
934,BBB Best,BBB Best Creamy Peanut Butter,BBB Best,Butter,Produce
935,BBB Best,BBB Best Strawberry Preserves,BBB Best,Preserves,Miscellaneous
936,BBB Best,BBB Best Extra Chunky Peanut Butter,BBB Best,Butter,Produce
937,BBB Best,BBB Best Apple Preserves,BBB Best,Preserves,Produce
938,BBB Best,BBB Best Grape Jelly,BBB Best,Jelly,Pantry
939,Fabulous,Fabulous Berry Juice,Market Beverage,Juice,Beverage
940,Fabulous,Fabulous Mango Drink,Market Beverage,Drink,Beverage
941,Fabulous,Fabulous Strawberry Drink,Market Beverage,Drink,Beverage
942,Fabulous,Fabulous Cream Soda,Market Beverage,Soda,Beverage
943,Fabulous,Fabulous Diet Soda,Market Beverage,Soda,Beverage
944,Fabulous,Fabulous Cola,Market Beverage,Cola,Beverage
945,Fabulous,Fabulous Diet Cola,Market Beverage,Cola,Beverage
946,Fabulous,Fabulous Orange Juice,Market Beverage,Juice,Beverage
947,Fabulous,Fabulous Cranberry Juice,Market Beverage,Juice,Beverage
948,Fabulous,Fabulous Apple Juice,Market Beverage,Juice,Beverage
949,Fabulous,Fabulous Apple Drink,Market Beverage,Drink,Beverage
950,Special,Special Oatmeal,Market Snacks/Frozen,Oatmeal,Snacks/Frozen
951,Special,Special Corn Puffs,Market Produce,Puffs,Produce
952,Special,Special Wheat Puffs,Market Snacks/Frozen,Puffs,Snacks/Frozen
953,Special,Special Grits,Market Snacks/Frozen,Grits,Snacks/Frozen
954,Just Right,Just Right Canned Beets,Just Right,Beets,Produce
955,Just Right,Just Right Creamed Corn,Just Right,Corn,Produce
956,Just Right,Just Right Canned String Beans,Just Right,Beans,Produce
957,Just Right,Just Right Chicken Soup,Just Right,Soup,Meat/Seafood
958,Just Right,Just Right Canned Yams,Just Right,Yams,Produce
959,Just Right,Just Right Vegetable Soup,Just Right,Soup,Produce
960,Just Right,Just Right Canned Tomatos,Just Right,Tomatos,Produce
961,Just Right,Just Right Noodle Soup,Just Right,Soup,Bakery/Pasta
962,Just Right,Just Right Regular Ramen Soup,Just Right,Soup,Bakery/Pasta
963,Just Right,Just Right Chicken Noodle Soup,Just Right,Soup,Bakery/Pasta
964,Just Right,Just Right Turkey Noodle Soup,Just Right,Soup,Bakery/Pasta
965,Just Right,Just Right Beef Soup,Just Right,Soup,Meat/Seafood
966,Just Right,Just Right Canned Peas,Just Right,Peas,Produce
967,Just Right,Just Right Chicken Ramen Soup,Just Right,Soup,Bakery/Pasta
968,Just Right,Just Right Canned Tuna in Water,Just Right,Water,Beverage
969,Just Right,Just Right Canned Tuna in Oil,Just Right,Oil,Produce
970,Just Right,Just Right Large Canned Shrimp,Just Right,Shrimp,Produce
971,Just Right,Just Right Fancy Canned Anchovies,Just Right,Anchovies,Produce
972,Just Right,Just Right Fancy Canned Clams,Just Right,Clams,Produce
973,Just Right,Just Right Fancy Canned Oysters,Just Right,Oysters,Produce
974,Just Right,Just Right Fancy Canned Sardines,Just Right,Sardines,Produce
975,Just Right,Just Right Rice Soup,Just Right,Soup,Pantry
976,Big City,Big City Canned Mixed Fruit,Market Produce,Fruit,Produce
977,Big City,Big City Canned Peaches,Market Produce,Peaches,Produce
978,Symphony,Symphony Rosy Sunglasses,Market Household,Sunglasses,Household
979,James Bay,James Bay Eyeglass Screwdriver,Market Household,Screwdriver,Household
980,James Bay,James Bay City Map,Market Household,Map,Household
981,Even Better,Even Better Low Fat Cottage Cheese,Even Better,Cheese,Dairy
982,Even Better,Even Better Low Fat Sour Cream,Even Better,Cream,Dairy
983,Even Better,Even Better Sour Cream,Even Better,Cream,Dairy
984,Even Better,Even Better Jack Cheese,Even Better,Cheese,Dairy
985,Even Better,Even Better Muenster Cheese,Even Better,Cheese,Dairy
986,Even Better,Even Better String Cheese,Even Better,Cheese,Dairy
987,Even Better,Even Better Low Fat String Cheese,Even Better,Cheese,Dairy
988,Even Better,Even Better Havarti Cheese,Even Better,Cheese,Dairy
989,Even Better,Even Better Head Cheese,Even Better,Cheese,Dairy
990,Even Better,Even Better Cheese Spread,Even Better,Spread,Dairy
991,Even Better,Even Better Sharp Cheddar Cheese,Even Better,Cheese,Dairy
992,Even Better,Even Better Mild Cheddar Cheese,Even Better,Cheese,Dairy
993,Even Better,Even Better Large Curd Cottage Cheese,Even Better,Cheese,Dairy
994,Even Better,Even Better 2% Milk,Even Better,Milk,Beverage
995,Even Better,Even Better Buttermilk,Even Better,Buttermilk,Beverage
996,Even Better,Even Better Chocolate Milk,Even Better,Milk,Beverage
997,Even Better,Even Better 1% Milk,Even Better,Milk,Beverage
998,Even Better,Even Better Whole Milk,Even Better,Milk,Beverage
999,Even Better,Even Better Strawberry Yogurt,Even Better,Yogurt,Dairy
1000,Even Better,Even Better Blueberry Yogurt,Even Better,Yogurt,Dairy
1001,American,American Chicken Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
1002,American,American Pimento Loaf,Market Produce,Loaf,Produce
1003,American,American Beef Bologna,Market Meat/Seafood,Bologna,Meat/Seafood
1004,American,American Low Fat Bologna,Market Meat/Seafood,Bologna,Meat/Seafood
1005,American,American Turkey Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
1006,American,American Foot-Long Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
1007,American,American Low Fat Cole Slaw,Market Miscellaneous,Slaw,Miscellaneous
1008,American,American Cole Slaw,Market Miscellaneous,Slaw,Miscellaneous
1009,American,American Roasted Chicken,Market Meat/Seafood,Chicken,Meat/Seafood
1010,American,American Corned Beef,Market Produce,Beef,Produce
1011,American,American Sliced Turkey,Market Meat/Seafood,Turkey,Meat/Seafood
1012,American,American Sliced Ham,Market Meat/Seafood,Ham,Meat/Seafood
1013,American,American Potato Salad,Market Produce,Salad,Produce
1014,American,American Sliced Chicken,Market Meat/Seafood,Chicken,Meat/Seafood
1015,National,National Small Brown Eggs,Market Dairy,Eggs,Dairy
1016,National,National Large Brown Eggs,Market Dairy,Eggs,Dairy
1017,National,National Small Eggs,Market Dairy,Eggs,Dairy
1018,National,National Large Eggs,Market Dairy,Eggs,Dairy
1019,National,National Egg Substitute,Market Dairy,Substitute,Dairy
1020,PigTail,PigTail Low Fat Waffles,PigTail,Waffles,Snacks/Frozen
1021,PigTail,PigTail Orange Popsicles,PigTail,Popsicles,Snacks/Frozen
1022,PigTail,PigTail Frozen Chicken Breast,PigTail,Breast,Produce
1023,PigTail,PigTail Frozen Pancakes,PigTail,Pancakes,Produce
1024,PigTail,PigTail Low Fat French Fries,PigTail,Fries,Snacks/Frozen
1025,PigTail,PigTail Frozen Sausage Pizza,PigTail,Pizza,Produce
1026,PigTail,PigTail Blueberry Waffles,PigTail,Waffles,Snacks/Frozen
1027,PigTail,PigTail Fajita French Fries,PigTail,Fries,Snacks/Frozen
1028,PigTail,PigTail Waffles,PigTail,Waffles,Snacks/Frozen
1029,PigTail,PigTail Frozen Pepperoni Pizza,PigTail,Pizza,Produce
1030,PigTail,PigTail Frozen Cheese Pizza,PigTail,Pizza,Produce
1031,PigTail,PigTail Frozen Mushroom Pizza,PigTail,Pizza,Produce
1032,PigTail,PigTail Apple Cinnamon Waffles,PigTail,Waffles,Produce
1033,PigTail,PigTail Frozen Carrots,PigTail,Carrots,Produce
1034,PigTail,PigTail Turkey TV Dinner,PigTail,Dinner,Meat/Seafood
1035,PigTail,PigTail Chicken TV Dinner,PigTail,Dinner,Meat/Seafood
1036,PigTail,PigTail Beef TV Dinner,PigTail,Dinner,Meat/Seafood
1037,PigTail,PigTail Pancake Mix,PigTail,Mix,Bakery/Pasta
1038,PigTail,PigTail Grape Popsicles,PigTail,Popsicles,Snacks/Frozen
1039,PigTail,PigTail Home Style French Fries,PigTail,Fries,Snacks/Frozen
1040,PigTail,PigTail Lime Popsicles,PigTail,Popsicles,Snacks/Frozen
1041,PigTail,PigTail Ice Cream,PigTail,Cream,Dairy
1042,PigTail,PigTail Ice Cream Sandwich,PigTail,Sandwich,Dairy
1043,PigTail,PigTail Frozen Cauliflower,PigTail,Cauliflower,Produce
1044,PigTail,PigTail Frozen Broccoli,PigTail,Broccoli,Produce
1045,PigTail,PigTail Frozen Corn,PigTail,Corn,Produce
1046,PigTail,PigTail Frozen Peas,PigTail,Peas,Produce
1047,PigTail,PigTail Popsicles,PigTail,Popsicles,Snacks/Frozen
1048,PigTail,PigTail Frozen Chicken Thighs,PigTail,Thighs,Produce
1049,PigTail,PigTail Frozen Chicken Wings,PigTail,Wings,Produce
1050,PigTail,PigTail Lemon Popsicles,PigTail,Popsicles,Snacks/Frozen
1051,Bird Call,Bird Call Silky Smooth Hair Conditioner,Bird Call,Conditioner,Personal Care
1052,Bird Call,Bird Call Tartar Control Toothpaste,Bird Call,Toothpaste,Personal Care
1053,Bird Call,Bird Call Whitening Toothpast,Bird Call,Toothpast,Miscellaneous
1054,Bird Call,Bird Call Toothpaste,Bird Call,Toothpaste,Personal Care
1055,Bird Call,Bird Call Deodorant,Bird Call,Deodorant,Personal Care
1056,Bird Call,Bird Call Conditioning Shampoo,Bird Call,Shampoo,Meat/Seafood
1057,Bird Call,Bird Call Extra Moisture Shampoo,Bird Call,Shampoo,Meat/Seafood
1058,Bird Call,Bird Call Angled Toothbrush,Bird Call,Toothbrush,Miscellaneous
1059,Bird Call,Bird Call Apricot Shampoo,Bird Call,Shampoo,Meat/Seafood
1060,Bird Call,Bird Call Childrens Aspirin,Bird Call,Aspirin,Personal Care
1061,Bird Call,Bird Call Buffered Aspirin,Bird Call,Aspirin,Personal Care
1062,Bird Call,Bird Call 200 MG Ibuprofen,Bird Call,Ibuprofen,Miscellaneous
1063,Bird Call,Bird Call 200 MG Acetominifen,Bird Call,Acetominifen,Personal Care
1064,Bird Call,Bird Call HCL Nasal Spray,Bird Call,Spray,Miscellaneous
1065,Bird Call,Bird Call Dishwasher Detergent,Bird Call,Detergent,Household
1066,Bird Call,Bird Call Multi-Symptom Cold Remedy,Bird Call,Remedy,Personal Care
1067,Bird Call,Bird Call Childrens Cold Remedy,Bird Call,Remedy,Personal Care
1068,Bird Call,Bird Call Laundry Detergent,Bird Call,Detergent,Household
1069,Bird Call,Bird Call Mint Mouthwash,Bird Call,Mouthwash,Miscellaneous
1070,High Quality,High Quality 60 Watt Lightbulb,High Quality,Lightbulb,Household
1071,High Quality,High Quality Plastic Forks,High Quality,Forks,Household
1072,High Quality,High Quality Plastic Spoons,High Quality,Spoons,Household
1073,High Quality,High Quality Plastic Knives,High Quality,Knives,Household
1074,High Quality,High Quality C-Size Batteries,High Quality,Batteries,Miscellaneous
1075,High Quality,High Quality 100 Watt Lightbulb,High Quality,Lightbulb,Household
1076,High Quality,High Quality AAA-Size Batteries,High Quality,Batteries,Miscellaneous
1077,High Quality,High Quality Paper Plates,High Quality,Plates,Household
1078,High Quality,High Quality Paper Cups,High Quality,Cups,Household
1079,High Quality,High Quality 75 Watt Lightbulb,High Quality,Lightbulb,Household
1080,High Quality,High Quality Toilet Bowl Cleaner,High Quality,Cleaner,Household
1081,High Quality,High Quality Counter Cleaner,High Quality,Cleaner,Household
1082,High Quality,High Quality Glass Cleaner,High Quality,Cleaner,Household
1083,High Quality,High Quality 25 Watt Lightbulb,High Quality,Lightbulb,Household
1084,High Quality,High Quality AA-Size Batteries,High Quality,Batteries,Miscellaneous
1085,High Quality,High Quality D-Size Batteries,High Quality,Batteries,Miscellaneous
1086,High Quality,High Quality Paper Towels,High Quality,Towels,Household
1087,High Quality,High Quality Soft Napkins,High Quality,Napkins,Household
1088,High Quality,High Quality Scented Tissue,High Quality,Tissue,Household
1089,High Quality,High Quality Toilet Paper,High Quality,Paper,Household
1090,High Quality,High Quality Tissues,High Quality,Tissues,Household
1091,High Quality,High Quality Scented Toilet Tissue,High Quality,Tissue,Household
1092,High Quality,High Quality Room Freshener,High Quality,Freshener,Produce
1093,High Quality,High Quality Frying Pan,High Quality,Pan,Miscellaneous
1094,High Quality,High Quality Copper Cleaner,High Quality,Cleaner,Household
1095,High Quality,High Quality Bees Wax Candles,High Quality,Candles,Miscellaneous
1096,High Quality,High Quality Silver Cleaner,High Quality,Cleaner,Household
1097,High Quality,High Quality Copper Pot Scrubber,High Quality,Scrubber,Miscellaneous
1098,High Quality,High Quality Economy Toilet Brush,High Quality,Brush,Pantry
1099,High Quality,High Quality Scissors,High Quality,Scissors,Miscellaneous
1100,High Quality,High Quality Large Sponge,High Quality,Sponge,Miscellaneous
1101,High Quality,High Quality Screw Driver,High Quality,Driver,Miscellaneous
1102,Genteel,Genteel Extra Lean Hamburger,Market Meat/Seafood,Hamburger,Meat/Seafood
1103,Genteel,Genteel Seasoned Hamburger,Market Meat/Seafood,Hamburger,Meat/Seafood
1104,Mighty Good,Mighty Good Monthly Sports Magazine,Market Media,Magazine,Media
1105,Mighty Good,Mighty Good Monthly Auto Magazine,Market Media,Magazine,Media
1106,Mighty Good,Mighty Good Monthly Computer Magazine,Market Media,Magazine,Media
1107,Mighty Good,Mighty Good Monthly Home Magazine,Market Media,Magazine,Media
1108,Mighty Good,Mighty Good Monthly Fashion Magazine,Market Media,Magazine,Media
1109,Tri-State,Tri-State Summer Squash,Tri-State,Squash,Miscellaneous
1110,Tri-State,Tri-State Corn on the Cob,Tri-State,Cob,Produce
1111,Tri-State,Tri-State Asparagus,Tri-State,Asparagus,Produce
1112,Tri-State,Tri-State Sweet Peas,Tri-State,Peas,Produce
1113,Tri-State,Tri-State New Potatos,Tri-State,Potatos,Produce
1114,Tri-State,Tri-State Beets,Tri-State,Beets,Produce
1115,Tri-State,Tri-State Prepared Salad,Tri-State,Salad,Miscellaneous
1116,Tri-State,Tri-State Onions,Tri-State,Onions,Produce
1117,Tri-State,Tri-State Green Pepper,Tri-State,Pepper,Pantry
1118,Tri-State,Tri-State Shitake Mushrooms,Tri-State,Mushrooms,Produce
1119,Tri-State,Tri-State Lettuce,Tri-State,Lettuce,Produce
1120,Tri-State,Tri-State Elephant Garlic,Tri-State,Garlic,Produce
1121,Tri-State,Tri-State Red Pepper,Tri-State,Pepper,Pantry
1122,Tri-State,Tri-State Garlic,Tri-State,Garlic,Produce
1123,Tri-State,Tri-State Potatos,Tri-State,Potatos,Produce
1124,Tri-State,Tri-State Cauliflower,Tri-State,Cauliflower,Produce
1125,Tri-State,Tri-State Tomatos,Tri-State,Tomatos,Produce
1126,Tri-State,Tri-State Mushrooms,Tri-State,Mushrooms,Produce
1127,Tri-State,Tri-State Baby Onion,Tri-State,Onion,Produce
1128,Tri-State,Tri-State Dried Mushrooms,Tri-State,Mushrooms,Produce
1129,Tri-State,Tri-State Fresh Lima Beans,Tri-State,Beans,Produce
1130,Tri-State,Tri-State Squash,Tri-State,Squash,Miscellaneous
1131,Tri-State,Tri-State Limes,Tri-State,Limes,Miscellaneous
1132,Tri-State,Tri-State Firm Tofu,Tri-State,Tofu,Miscellaneous
1133,Tri-State,Tri-State Almonds,Tri-State,Almonds,Miscellaneous
1134,Tri-State,Tri-State Macintosh Apples,Tri-State,Apples,Produce
1135,Tri-State,Tri-State Golden Delcious Apples,Tri-State,Apples,Produce
1136,Tri-State,Tri-State Red Delcious Apples,Tri-State,Apples,Produce
