OrderID,CustomerID,ProductID,Quantity,OrderDate,ShipDate,PaymentType,SalesRep,Discount,TotalAmount
30002323,100024,200004,3,2025-01-27,2025-02-03,Cash,Rep_Mariam,0.05,655.5
30002324,100058,200009,2,2025-02-21,2025-02-24,Bank Transfer,Rep_Ahmed,0.0,320.0
30002325,100066,200007,2,2025-03-03,2025-03-04,Credit Card,Rep_Sara,0.05,123.5
30002326,100018,200005,5,2024-09-21,2024-09-27,Cash,Rep_Omar,0.1,220.5
30002327,100019,200010,3,2025-01-14,2025-01-19,Bank Transfer,Rep_Omar,0.05,342.0
30002328,100025,200002,2,2025-06-26,2025-06-29,Mobile Wallet,Rep_Mariam,0.0,2398.0
30002329,100080,200010,2,2024-12-18,2024-12-21,Cash,Rep_Mariam,0.05,228.0
30002330,100090,200001,4,2025-07-14,2025-07-15,Mobile Wallet,Rep_Ahmed,0.05,4936.2
30002331,100052,200008,3,2024-09-21,2024-09-23,Mobile Wallet,Rep_Omar,0.05,912.0
30002332,100052,200001,4,2025-02-27,2025-03-05,Cash,Rep_Mariam,0.1,4676.4
30002333,100018,200006,1,2024-10-30,2024-11-06,Credit Card,Rep_Mariam,0.0,999.0
30002334,100004,200009,2,2025-08-22,2025-08-23,Cash,Rep_Ahmed,0.1,288.0
30002335,100035,200003,4,2024-09-22,2024-09-24,Mobile Wallet,Rep_Sara,0.05,684.0
30002336,100055,200005,3,2024-11-30,2024-12-03,Credit Card,Rep_Sara,0.1,132.3
30002337,100057,200005,1,2025-05-24,2025-05-27,Credit Card,Rep_Omar,0.0,49.0
30002338,100069,200003,3,2025-02-05,2025-02-11,Mobile Wallet,Rep_Mariam,0.0,540.0
30002339,100025,200004,4,2025-06-08,2025-06-11,Bank Transfer,Rep_Mariam,0.0,920.0
30002340,100045,200010,5,2024-09-24,2024-09-27,Credit Card,Rep_Ahmed,0.05,570.0
30002341,100100,200007,3,2024-10-27,2024-10-31,Credit Card,Rep_Omar,0.1,175.5
30002342,100092,200009,3,2024-11-07,2024-11-14,Credit Card,Rep_Mariam,0.0,480.0
30002343,100049,200008,1,2025-03-15,2025-03-22,Bank Transfer,Rep_Omar,0.05,304.0
30002344,100081,200010,2,2024-09-24,2024-09-25,Credit Card,Rep_Omar,0.1,216.0
30002345,100011,200008,3,2025-05-16,2025-05-21,Mobile Wallet,Rep_Ahmed,0.0,960.0
30002346,100083,200005,5,2024-11-23,2024-11-27,Cash,Rep_Mariam,0.0,245.0
30002347,100077,200009,4,2025-04-22,2025-04-26,Bank Transfer,Rep_Sara,0.0,640.0
30002348,100017,200009,4,2025-02-09,2025-02-12,Mobile Wallet,Rep_Ahmed,0.05,608.0
30002349,100039,200002,1,2025-06-12,2025-06-17,Bank Transfer,Rep_Sara,0.1,1079.1
30002350,100031,200001,1,2025-02-17,2025-02-20,Cash,Rep_Omar,0.05,1234.05
30002351,100096,200005,3,2025-07-10,2025-07-13,Cash,Rep_Ahmed,0.1,132.3
30002352,100034,200008,2,2024-09-29,2024-10-06,Bank Transfer,Rep_Mariam,0.0,640.0
30002353,100029,200002,2,2024-10-23,2024-10-25,Bank Transfer,Rep_Sara,0.05,2278.1
30002354,100034,200003,4,2025-01-14,2025-01-20,Bank Transfer,Rep_Ahmed,0.1,648.0
30002355,100024,200009,5,2025-02-25,2025-03-03,Mobile Wallet,Rep_Ahmed,0.0,800.0
30002356,100097,200008,2,2025-05-08,2025-05-11,Credit Card,Rep_Sara,0.1,576.0
30002357,100087,200009,3,2025-06-09,2025-06-13,Cash,Rep_Ahmed,0.05,456.0
30002358,100089,200009,5,2025-07-02,2025-07-06,Credit Card,Rep_Mariam,0.0,800.0
30002359,100038,200009,2,2024-12-15,2024-12-22,Cash,Rep_Ahmed,0.1,288.0
30002360,100008,200002,4,2025-04-04,2025-04-10,Mobile Wallet,Rep_Omar,0.05,4556.2
30002361,100074,200005,2,2024-12-12,2024-12-19,Cash,Rep_Mariam,0.0,98.0
30002362,100093,200001,2,2025-02-08,2025-02-09,Mobile Wallet,Rep_Sara,0.1,2338.2
30002363,100003,200005,2,2025-05-21,2025-05-25,Cash,Rep_Sara,0.1,88.2
30002364,100076,200001,4,2024-12-31,2025-01-06,Cash,Rep_Mariam,0.0,5196.0
30002365,100048,200005,4,2025-04-04,2025-04-07,Cash,Rep_Omar,0.0,196.0
30002366,100062,200009,1,2024-11-30,2024-12-06,Credit Card,Rep_Omar,0.1,144.0
30002367,100014,200010,2,2025-01-29,2025-02-04,Cash,Rep_Mariam,0.0,240.0
30002368,100076,200008,3,2025-06-03,2025-06-10,Cash,Rep_Ahmed,0.0,960.0
30002369,100064,200007,3,2025-03-28,2025-04-03,Mobile Wallet,Rep_Omar,0.0,195.0
30002370,100038,200005,1,2024-11-06,2024-11-08,Bank Transfer,Rep_Mariam,0.05,46.55
30002371,100098,200009,5,2025-08-14,2025-08-16,Bank Transfer,Rep_Mariam,0.05,760.0
30002372,100024,200005,3,2025-04-26,2025-04-27,Cash,Rep_Mariam,0.0,147.0
30002373,100032,200010,2,2025-02-15,2025-02-16,Bank Transfer,Rep_Omar,0.1,216.0
30002374,100047,200009,4,2025-06-27,2025-07-03,Cash,Rep_Ahmed,0.1,576.0
30002375,100068,200004,2,2024-10-18,2024-10-20,Cash,Rep_Omar,0.0,460.0
30002376,100079,200006,4,2025-03-27,2025-03-29,Mobile Wallet,Rep_Omar,0.1,3596.4
30002377,100013,200002,2,2025-08-21,2025-08-23,Mobile Wallet,Rep_Sara,0.05,2278.1
30002378,100024,200004,3,2025-03-30,2025-04-06,Bank Transfer,Rep_Ahmed,0.0,690.0
30002379,100011,200004,1,2025-01-25,2025-01-26,Credit Card,Rep_Mariam,0.1,207.0
30002380,100093,200003,1,2025-06-22,2025-06-25,Cash,Rep_Ahmed,0.0,180.0
30002381,100048,200008,2,2024-12-30,2025-01-02,Mobile Wallet,Rep_Omar,0.1,576.0
30002382,100056,200007,5,2025-03-21,2025-03-27,Credit Card,Rep_Omar,0.0,325.0
30002383,100073,200003,3,2025-06-17,2025-06-23,Mobile Wallet,Rep_Mariam,0.0,540.0
30002384,100058,200010,5,2025-06-10,2025-06-13,Mobile Wallet,Rep_Ahmed,0.05,570.0
30002385,100008,200003,2,2025-01-20,2025-01-24,Mobile Wallet,Rep_Ahmed,0.05,342.0
30002386,100001,200006,1,2024-12-20,2024-12-23,Credit Card,Rep_Ahmed,0.0,999.0
30002387,100058,200001,4,2024-11-01,2024-11-02,Credit Card,Rep_Ahmed,0.1,4676.4
30002388,100095,200009,4,2025-08-13,2025-08-16,Credit Card,Rep_Omar,0.1,576.0
30002389,100005,200002,3,2025-01-28,2025-01-31,Credit Card,Rep_Ahmed,0.0,3597.0
30002390,100061,200006,3,2025-02-08,2025-02-12,Mobile Wallet,Rep_Ahmed,0.1,2697.3
30002391,100064,200002,4,2024-10-17,2024-10-18,Bank Transfer,Rep_Sara,0.0,4796.0
30002392,100022,200004,1,2024-09-24,2024-09-27,Mobile Wallet,Rep_Mariam,0.05,218.5
30002393,100046,200004,4,2024-10-24,2024-10-27,Bank Transfer,Rep_Mariam,0.0,920.0
30002394,100096,200007,4,2025-05-16,2025-05-20,Bank Transfer,Rep_Ahmed,0.1,234.0
30002395,100034,200006,5,2025-01-07,2025-01-12,Mobile Wallet,Rep_Omar,0.05,4745.25
30002396,100072,200008,5,2024-10-02,2024-10-05,Mobile Wallet,Rep_Omar,0.1,1440.0
30002397,100061,200005,1,2025-07-11,2025-07-13,Mobile Wallet,Rep_Omar,0.1,44.1
30002398,100083,200006,3,2025-02-11,2025-02-16,Mobile Wallet,Rep_Sara,0.0,2997.0
30002399,100028,200009,4,2025-03-15,2025-03-17,Credit Card,Rep_Ahmed,0.0,640.0
30002400,100052,200005,5,2025-08-12,2025-08-14,Cash,Rep_Mariam,0.05,232.75
30002401,100091,200010,1,2025-04-26,2025-04-30,Bank Transfer,Rep_Mariam,0.05,114.0
30002402,100098,200007,1,2025-06-09,2025-06-13,Credit Card,Rep_Omar,0.1,58.5
30002403,100080,200004,1,2025-09-14,2025-09-15,Credit Card,Rep_Sara,0.05,218.5
30002404,100011,200003,1,2025-08-28,2025-09-01,Bank Transfer,Rep_Mariam,0.1,162.0
30002405,100082,200001,3,2024-11-28,2024-11-29,Credit Card,Rep_Sara,0.05,3702.15
30002406,100043,200009,4,2025-02-28,2025-03-05,Mobile Wallet,Rep_Omar,0.05,608.0
30002407,100086,200005,3,2024-09-24,2024-09-27,Mobile Wallet,Rep_Ahmed,0.1,132.3
30002408,100051,200004,1,2025-07-11,2025-07-12,Cash,Rep_Ahmed,0.05,218.5
30002409,100029,200007,5,2025-01-21,2025-01-22,Credit Card,Rep_Ahmed,0.05,308.75
30002410,100037,200001,3,2024-09-18,2024-09-20,Bank Transfer,Rep_Sara,0.05,3702.15
30002411,100048,200007,4,2024-10-15,2024-10-22,Credit Card,Rep_Mariam,0.1,234.0
30002412,100060,200001,5,2025-06-28,2025-07-01,Credit Card,Rep_Ahmed,0.1,5845.5
30002413,100057,200001,4,2024-11-05,2024-11-06,Mobile Wallet,Rep_Mariam,0.05,4936.2
30002414,100008,200002,4,2025-08-04,2025-08-10,Mobile Wallet,Rep_Sara,0.0,4796.0
30002415,100030,200009,5,2025-08-02,2025-08-03,Credit Card,Rep_Omar,0.1,720.0
30002416,100051,200003,1,2024-11-19,2024-11-26,Credit Card,Rep_Sara,0.0,180.0
30002417,100002,200004,4,2025-05-14,2025-05-16,Credit Card,Rep_Mariam,0.0,920.0
30002418,100094,200005,4,2025-03-21,2025-03-24,Cash,Rep_Omar,0.05,186.2
30002419,100060,200005,3,2024-10-25,2024-10-30,Bank Transfer,Rep_Sara,0.0,147.0
30002420,100085,200007,1,2025-06-13,2025-06-19,Credit Card,Rep_Sara,0.0,65.0
30002421,100037,200003,2,2024-12-29,2025-01-05,Cash,Rep_Mariam,0.1,324.0
30002422,100014,200003,2,2024-11-29,2024-12-02,Credit Card,Rep_Mariam,0.1,324.0
30002423,100034,200009,1,2025-01-29,2025-02-01,Cash,Rep_Omar,0.05,152.0
30002424,100033,200004,1,2025-05-15,2025-05-22,Bank Transfer,Rep_Omar,0.05,218.5
30002425,100100,200002,5,2025-05-25,2025-06-01,Cash,Rep_Sara,0.05,5695.25
30002426,100080,200003,3,2025-04-20,2025-04-21,Credit Card,Rep_Sara,0.05,513.0
30002427,100082,200010,2,2025-07-05,2025-07-12,Credit Card,Rep_Mariam,0.0,240.0
30002428,100020,200001,4,2025-08-09,2025-08-16,Cash,Rep_Ahmed,0.0,5196.0
30002429,100034,200004,2,2025-03-04,2025-03-07,Credit Card,Rep_Omar,0.0,460.0
30002430,100004,200006,4,2024-12-15,2024-12-19,Mobile Wallet,Rep_Sara,0.05,3796.2
30002431,100062,200005,2,2025-07-19,2025-07-23,Bank Transfer,Rep_Omar,0.1,88.2
30002432,100010,200003,3,2025-01-13,2025-01-14,Bank Transfer,Rep_Sara,0.05,513.0
30002433,100068,200006,2,2025-05-25,2025-05-27,Cash,Rep_Mariam,0.1,1798.2
30002434,100010,200003,4,2024-09-16,2024-09-18,Credit Card,Rep_Ahmed,0.05,684.0
30002435,100060,200001,5,2025-07-06,2025-07-11,Mobile Wallet,Rep_Omar,0.1,5845.5
30002436,100077,200003,5,2025-08-28,2025-09-02,Cash,Rep_Ahmed,0.1,810.0
30002437,100024,200008,3,2025-02-18,2025-02-19,Credit Card,Rep_Sara,0.1,864.0
30002438,100081,200006,5,2024-12-09,2024-12-11,Cash,Rep_Omar,0.05,4745.25
30002439,100094,200006,5,2025-06-04,2025-06-11,Credit Card,Rep_Ahmed,0.0,4995.0
30002440,100053,200008,4,2025-07-06,2025-07-08,Credit Card,Rep_Mariam,0.05,1216.0
30002441,100071,200004,4,2025-02-14,2025-02-20,Cash,Rep_Ahmed,0.0,920.0
30002442,100087,200001,3,2024-09-17,2024-09-19,Mobile Wallet,Rep_Omar,0.05,3702.15
30002443,100016,200010,1,2024-10-20,2024-10-26,Bank Transfer,Rep_Omar,0.0,120.0
30002444,100075,200003,1,2025-06-27,2025-07-03,Cash,Rep_Ahmed,0.1,162.0
30002445,100004,200006,3,2024-10-29,2024-11-03,Cash,Rep_Ahmed,0.0,2997.0
30002446,100003,200006,1,2025-06-24,2025-06-26,Cash,Rep_Sara,0.1,899.1
30002447,100079,200008,2,2024-12-04,2024-12-11,Cash,Rep_Mariam,0.0,640.0
30002448,100077,200004,3,2024-10-11,2024-10-15,Cash,Rep_Mariam,0.05,655.5
30002449,100053,200008,5,2025-01-12,2025-01-17,Mobile Wallet,Rep_Omar,0.05,1520.0
30002450,100001,200009,4,2024-10-25,2024-10-27,Mobile Wallet,Rep_Ahmed,0.05,608.0
30002451,100039,200005,4,2025-02-20,2025-02-23,Credit Card,Rep_Ahmed,0.0,196.0
30002452,100006,200005,3,2025-02-04,2025-02-05,Bank Transfer,Rep_Ahmed,0.05,139.65
30002453,100086,200001,1,2025-07-21,2025-07-28,Bank Transfer,Rep_Ahmed,0.05,1234.05
30002454,100081,200001,2,2025-08-21,2025-08-24,Mobile Wallet,Rep_Sara,0.0,2598.0
30002455,100015,200004,1,2025-05-08,2025-05-13,Bank Transfer,Rep_Sara,0.05,218.5
30002456,100013,200007,1,2024-12-23,2024-12-29,Cash,Rep_Ahmed,0.05,61.75
30002457,100021,200008,2,2025-04-20,2025-04-21,Bank Transfer,Rep_Ahmed,0.0,640.0
30002458,100007,200007,3,2025-07-29,2025-08-01,Credit Card,Rep_Sara,0.05,185.25
30002459,100005,200005,3,2024-11-27,2024-12-04,Cash,Rep_Ahmed,0.05,139.65
30002460,100048,200005,4,2024-11-24,2024-11-25,Cash,Rep_Mariam,0.0,196.0
30002461,100024,200006,5,2025-04-12,2025-04-14,Bank Transfer,Rep_Ahmed,0.1,4495.5
30002462,100100,200007,1,2024-11-15,2024-11-17,Bank Transfer,Rep_Sara,0.05,61.75
30002463,100066,200002,4,2025-09-16,2025-09-21,Bank Transfer,Rep_Sara,0.1,4316.4
30002464,100090,200001,2,2024-10-14,2024-10-19,Bank Transfer,Rep_Sara,0.05,2468.1
30002465,100087,200010,1,2024-11-06,2024-11-09,Credit Card,Rep_Ahmed,0.0,120.0
30002466,100012,200007,4,2025-08-07,2025-08-13,Cash,Rep_Sara,0.05,247.0
30002467,100020,200010,4,2025-04-29,2025-05-03,Credit Card,Rep_Ahmed,0.1,432.0
30002468,100075,200004,4,2024-11-25,2024-11-30,Mobile Wallet,Rep_Omar,0.05,874.0
30002469,100002,200006,1,2025-03-23,2025-03-24,Cash,Rep_Omar,0.0,999.0
30002470,100080,200009,4,2025-09-12,2025-09-13,Bank Transfer,Rep_Sara,0.05,608.0
30002471,100029,200007,4,2025-03-12,2025-03-15,Credit Card,Rep_Sara,0.05,247.0
30002472,100042,200001,3,2025-05-03,2025-05-09,Bank Transfer,Rep_Ahmed,0.05,3702.15
30002473,100011,200010,3,2025-03-11,2025-03-12,Cash,Rep_Ahmed,0.1,324.0
30002474,100074,200004,4,2025-08-30,2025-09-02,Mobile Wallet,Rep_Omar,0.0,920.0
30002475,100016,200001,3,2024-10-24,2024-10-27,Cash,Rep_Sara,0.1,3507.3
30002476,100055,200001,4,2025-01-25,2025-01-30,Cash,Rep_Sara,0.1,4676.4
30002477,100036,200001,1,2025-04-30,2025-05-02,Cash,Rep_Omar,0.1,1169.1
30002478,100021,200007,4,2024-09-25,2024-09-28,Cash,Rep_Ahmed,0.05,247.0
30002479,100051,200009,5,2025-01-13,2025-01-14,Cash,Rep_Sara,0.0,800.0
30002480,100092,200008,2,2024-12-05,2024-12-08,Bank Transfer,Rep_Ahmed,0.0,640.0
30002481,100023,200009,5,2025-07-06,2025-07-08,Credit Card,Rep_Mariam,0.05,760.0
30002482,100018,200010,1,2024-09-17,2024-09-19,Bank Transfer,Rep_Ahmed,0.05,114.0
30002483,100032,200001,4,2025-04-20,2025-04-26,Credit Card,Rep_Omar,0.05,4936.2
30002484,100019,200007,3,2025-08-25,2025-08-26,Mobile Wallet,Rep_Mariam,0.0,195.0
30002485,100090,200001,2,2025-03-10,2025-03-12,Credit Card,Rep_Sara,0.0,2598.0
30002486,100070,200009,4,2024-12-16,2024-12-17,Cash,Rep_Ahmed,0.05,608.0
30002487,100003,200004,3,2025-08-01,2025-08-02,Credit Card,Rep_Mariam,0.1,621.0
30002488,100090,200005,1,2025-08-29,2025-09-05,Credit Card,Rep_Omar,0.0,49.0
30002489,100065,200006,3,2025-07-14,2025-07-15,Mobile Wallet,Rep_Mariam,0.1,2697.3
30002490,100071,200003,3,2025-04-07,2025-04-10,Credit Card,Rep_Ahmed,0.0,540.0
30002491,100012,200010,1,2024-12-16,2024-12-20,Cash,Rep_Ahmed,0.1,108.0
30002492,100061,200009,1,2025-07-21,2025-07-22,Mobile Wallet,Rep_Sara,0.05,152.0
30002493,100058,200003,1,2025-03-13,2025-03-18,Mobile Wallet,Rep_Ahmed,0.05,171.0
30002494,100042,200010,2,2025-05-13,2025-05-16,Credit Card,Rep_Mariam,0.0,240.0
30002495,100054,200004,4,2025-02-01,2025-02-03,Credit Card,Rep_Sara,0.05,874.0
30002496,100052,200003,5,2025-07-23,2025-07-24,Credit Card,Rep_Sara,0.0,900.0
30002497,100048,200004,4,2025-09-08,2025-09-14,Credit Card,Rep_Sara,0.0,920.0
30002498,100027,200009,3,2025-08-30,2025-08-31,Bank Transfer,Rep_Ahmed,0.05,456.0
30002499,100026,200003,2,2025-09-16,2025-09-22,Cash,Rep_Sara,0.0,360.0
30002500,100022,200009,3,2024-12-01,2024-12-06,Bank Transfer,Rep_Omar,0.05,456.0
30002501,100080,200001,3,2025-04-06,2025-04-12,Bank Transfer,Rep_Sara,0.0,3897.0
30002502,100018,200004,5,2024-11-18,2024-11-19,Bank Transfer,Rep_Mariam,0.0,1150.0
30002503,100002,200010,3,2025-02-19,2025-02-23,Bank Transfer,Rep_Mariam,0.0,360.0
30002504,100077,200006,5,2025-09-02,2025-09-07,Credit Card,Rep_Omar,0.1,4495.5
30002505,100068,200002,1,2025-09-15,2025-09-22,Bank Transfer,Rep_Mariam,0.0,1199.0
30002506,100050,200003,5,2024-12-04,2024-12-08,Credit Card,Rep_Sara,0.05,855.0
30002507,100083,200006,5,2024-09-17,2024-09-19,Cash,Rep_Mariam,0.1,4495.5
30002508,100064,200003,4,2025-07-02,2025-07-05,Cash,Rep_Ahmed,0.1,648.0
30002509,100083,200004,1,2025-08-25,2025-08-27,Mobile Wallet,Rep_Sara,0.05,218.5
30002510,100066,200002,5,2025-01-29,2025-02-01,Bank Transfer,Rep_Ahmed,0.1,5395.5
30002511,100024,200010,1,2025-05-02,2025-05-07,Credit Card,Rep_Sara,0.05,114.0
30002512,100027,200002,2,2024-12-15,2024-12-18,Mobile Wallet,Rep_Ahmed,0.0,2398.0
30002513,100071,200004,3,2025-02-20,2025-02-24,Bank Transfer,Rep_Ahmed,0.0,690.0
30002514,100054,200005,3,2025-07-28,2025-08-01,Mobile Wallet,Rep_Mariam,0.05,139.65
30002515,100020,200004,4,2025-05-10,2025-05-14,Credit Card,Rep_Omar,0.1,828.0
30002516,100013,200004,3,2025-09-06,2025-09-07,Credit Card,Rep_Omar,0.0,690.0
30002517,100093,200008,5,2024-11-02,2024-11-07,Credit Card,Rep_Omar,0.0,1600.0
30002518,100009,200006,4,2025-09-15,2025-09-18,Cash,Rep_Omar,0.05,3796.2
30002519,100003,200008,5,2025-04-03,2025-04-08,Bank Transfer,Rep_Omar,0.0,1600.0
30002520,100042,200001,3,2025-07-03,2025-07-05,Cash,Rep_Ahmed,0.1,3507.3
30002521,100083,200005,2,2025-06-08,2025-06-15,Bank Transfer,Rep_Omar,0.1,88.2
30002522,100027,200006,4,2024-10-12,2024-10-14,Credit Card,Rep_Sara,0.1,3596.4
30002523,100033,200006,1,2025-03-01,2025-03-07,Cash,Rep_Omar,0.1,899.1
30002524,100032,200001,4,2025-08-31,2025-09-01,Cash,Rep_Ahmed,0.05,4936.2
30002525,100060,200006,2,2025-04-20,2025-04-23,Mobile Wallet,Rep_Mariam,0.1,1798.2
30002526,100002,200006,4,2025-06-06,2025-06-12,Credit Card,Rep_Sara,0.1,3596.4
30002527,100003,200001,2,2025-07-03,2025-07-07,Mobile Wallet,Rep_Ahmed,0.1,2338.2
30002528,100011,200010,1,2024-12-21,2024-12-27,Mobile Wallet,Rep_Omar,0.1,108.0
30002529,100016,200004,3,2024-12-30,2025-01-02,Bank Transfer,Rep_Sara,0.0,690.0
30002530,100040,200002,5,2024-11-25,2024-11-30,Bank Transfer,Rep_Omar,0.0,5995.0
30002531,100073,200002,4,2025-06-17,2025-06-21,Credit Card,Rep_Omar,0.05,4556.2
30002532,100019,200006,4,2025-05-17,2025-05-20,Mobile Wallet,Rep_Ahmed,0.1,3596.4
30002533,100072,200010,3,2025-08-17,2025-08-21,Bank Transfer,Rep_Mariam,0.05,342.0
30002534,100052,200004,5,2025-07-30,2025-08-02,Bank Transfer,Rep_Omar,0.05,1092.5
30002535,100027,200010,5,2025-04-25,2025-04-28,Credit Card,Rep_Mariam,0.0,600.0
30002536,100080,200009,1,2024-11-20,2024-11-26,Cash,Rep_Mariam,0.05,152.0
30002537,100027,200006,5,2025-05-11,2025-05-18,Cash,Rep_Omar,0.05,4745.25
30002538,100080,200008,1,2025-06-11,2025-06-15,Bank Transfer,Rep_Sara,0.1,288.0
30002539,100035,200003,2,2025-08-28,2025-09-03,Cash,Rep_Sara,0.0,360.0
30002540,100016,200007,5,2025-04-25,2025-04-30,Cash,Rep_Sara,0.05,308.75
30002541,100073,200003,2,2025-04-18,2025-04-24,Cash,Rep_Mariam,0.1,324.0
30002542,100036,200007,1,2024-12-30,2025-01-05,Bank Transfer,Rep_Omar,0.1,58.5
30002543,100023,200007,3,2025-06-30,2025-07-07,Bank Transfer,Rep_Omar,0.1,175.5
30002544,100071,200002,3,2024-11-22,2024-11-25,Credit Card,Rep_Omar,0.1,3237.3
30002545,100056,200002,2,2024-11-24,2024-12-01,Cash,Rep_Ahmed,0.1,2158.2
30002546,100046,200005,5,2024-12-11,2024-12-18,Cash,Rep_Omar,0.0,245.0
30002547,100037,200006,2,2025-01-12,2025-01-18,Cash,Rep_Sara,0.05,1898.1
30002548,100019,200008,1,2024-09-23,2024-09-29,Bank Transfer,Rep_Ahmed,0.1,288.0
30002549,100056,200002,4,2024-11-24,2024-11-28,Bank Transfer,Rep_Omar,0.1,4316.4
30002550,100077,200003,3,2024-11-27,2024-11-30,Cash,Rep_Mariam,0.05,513.0
30002551,100081,200002,2,2025-01-22,2025-01-25,Credit Card,Rep_Sara,0.05,2278.1
30002552,100067,200008,2,2025-09-02,2025-09-04,Credit Card,Rep_Ahmed,0.0,640.0
30002553,100010,200008,3,2024-11-17,2024-11-20,Bank Transfer,Rep_Mariam,0.1,864.0
30002554,100044,200001,1,2025-01-05,2025-01-12,Mobile Wallet,Rep_Mariam,0.05,1234.05
30002555,100082,200009,4,2024-10-23,2024-10-25,Mobile Wallet,Rep_Mariam,0.0,640.0
30002556,100018,200010,2,2025-01-21,2025-01-27,Mobile Wallet,Rep_Omar,0.0,240.0
30002557,100018,200010,1,2025-05-22,2025-05-24,Cash,Rep_Ahmed,0.05,114.0
30002558,100092,200002,5,2025-01-29,2025-02-02,Mobile Wallet,Rep_Mariam,0.1,5395.5
30002559,100011,200001,3,2024-09-30,2024-10-07,Bank Transfer,Rep_Sara,0.0,3897.0
30002560,100053,200003,1,2025-06-05,2025-06-12,Cash,Rep_Sara,0.05,171.0
30002561,100054,200003,3,2024-10-25,2024-10-31,Bank Transfer,Rep_Sara,0.1,486.0
30002562,100086,200002,3,2024-10-08,2024-10-13,Cash,Rep_Ahmed,0.05,3417.15
30002563,100014,200004,4,2024-12-12,2024-12-16,Bank Transfer,Rep_Ahmed,0.1,828.0
30002564,100016,200005,1,2025-04-13,2025-04-16,Cash,Rep_Omar,0.05,46.55
30002565,100001,200004,3,2024-10-08,2024-10-14,Cash,Rep_Ahmed,0.1,621.0
30002566,100087,200003,1,2025-01-01,2025-01-03,Cash,Rep_Mariam,0.05,171.0
30002567,100025,200007,1,2025-04-04,2025-04-10,Credit Card,Rep_Sara,0.0,65.0
30002568,100078,200003,3,2025-08-20,2025-08-27,Credit Card,Rep_Omar,0.05,513.0
30002569,100025,200008,1,2025-01-13,2025-01-18,Bank Transfer,Rep_Mariam,0.1,288.0
30002570,100070,200005,2,2024-12-18,2024-12-24,Credit Card,Rep_Sara,0.1,88.2
30002571,100009,200005,5,2025-02-21,2025-02-22,Bank Transfer,Rep_Ahmed,0.0,245.0
30002572,100017,200010,3,2024-09-29,2024-10-02,Bank Transfer,Rep_Ahmed,0.0,360.0
30002573,100075,200009,1,2025-03-30,2025-04-01,Cash,Rep_Ahmed,0.05,152.0
30002574,100034,200002,4,2025-02-12,2025-02-17,Bank Transfer,Rep_Ahmed,0.1,4316.4
30002575,100071,200002,5,2024-12-28,2024-12-31,Cash,Rep_Sara,0.05,5695.25
30002576,100076,200006,2,2024-09-16,2024-09-18,Cash,Rep_Sara,0.05,1898.1
30002577,100026,200009,3,2025-05-29,2025-06-02,Credit Card,Rep_Mariam,0.0,480.0
30002578,100047,200008,4,2025-09-14,2025-09-16,Bank Transfer,Rep_Omar,0.0,1280.0
30002579,100008,200008,4,2024-11-13,2024-11-15,Bank Transfer,Rep_Mariam,0.0,1280.0
30002580,100050,200005,4,2025-04-22,2025-04-26,Credit Card,Rep_Omar,0.1,176.4
30002581,100021,200009,4,2024-11-15,2024-11-18,Mobile Wallet,Rep_Omar,0.0,640.0
30002582,100072,200006,3,2025-08-06,2025-08-07,Mobile Wallet,Rep_Ahmed,0.0,2997.0
30002583,100094,200006,3,2024-10-05,2024-10-10,Mobile Wallet,Rep_Omar,0.0,2997.0
30002584,100011,200005,1,2025-03-18,2025-03-23,Mobile Wallet,Rep_Omar,0.1,44.1
30002585,100046,200004,3,2025-04-28,2025-05-01,Cash,Rep_Sara,0.1,621.0
30002586,100013,200001,1,2025-09-12,2025-09-19,Mobile Wallet,Rep_Ahmed,0.1,1169.1
30002587,100024,200007,5,2024-11-03,2024-11-09,Bank Transfer,Rep_Omar,0.05,308.75
30002588,100098,200010,4,2025-05-21,2025-05-26,Cash,Rep_Mariam,0.1,432.0
30002589,100051,200006,4,2024-10-13,2024-10-20,Credit Card,Rep_Omar,0.05,3796.2
30002590,100080,200006,2,2025-06-09,2025-06-11,Cash,Rep_Mariam,0.1,1798.2
30002591,100084,200009,4,2024-11-14,2024-11-20,Cash,Rep_Mariam,0.1,576.0
30002592,100051,200001,4,2025-06-29,2025-07-02,Cash,Rep_Sara,0.1,4676.4
30002593,100028,200003,5,2025-08-10,2025-08-11,Credit Card,Rep_Ahmed,0.1,810.0
30002594,100023,200007,3,2025-06-27,2025-06-29,Mobile Wallet,Rep_Omar,0.05,185.25
30002595,100011,200005,4,2025-05-06,2025-05-08,Cash,Rep_Sara,0.1,176.4
30002596,100011,200010,5,2024-10-23,2024-10-27,Mobile Wallet,Rep_Sara,0.1,540.0
30002597,100015,200007,2,2024-10-24,2024-10-30,Credit Card,Rep_Mariam,0.0,130.0
30002598,100003,200004,2,2025-05-25,2025-06-01,Bank Transfer,Rep_Sara,0.0,460.0
30002599,100068,200005,2,2025-03-04,2025-03-11,Credit Card,Rep_Mariam,0.05,93.1
30002600,100100,200009,2,2025-09-07,2025-09-12,Mobile Wallet,Rep_Mariam,0.05,304.0
30002601,100025,200003,2,2025-06-16,2025-06-22,Credit Card,Rep_Ahmed,0.05,342.0
30002602,100066,200002,3,2025-01-23,2025-01-30,Bank Transfer,Rep_Sara,0.05,3417.15
